id,permit_no,permit_date,permit_type,description,status,address,page_number,captured_at
9341,B250416,04/07/2025,"Building New Construction, Additions, Alterations or Sign","First floor primary bathroom remodel. Like for like nonstructural. Replace shower pan, wet walls, and valve. Raise ceiling in shower area and new drywall. Install vacancy sensor, dedicated GFCI, and exhaust fan. Flip electrical panel out of closet and rewire ceiling light.",Finaled,"600 TERRA CALIFORNIA DR, 2, WALCR CA 94595",779,2026-07-18T08:59:23.037480
9340,B250417,04/07/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen & Bathroom remodel, new washer and dryer, electrical and plumbing, new windows and slider throughout to match exiting, new shower",Incomplete,"1433 OAKMONT DR, 4, WALCR CA 94595",779,2026-07-18T08:59:23.037480
9337,B250420,04/07/2025,"Building New Construction, Additions, Alterations or Sign","kitchen and bathroom remodel, new tube skylight",Finaled,"1433 OAKMONT DR, 4, WALCR CA 94595",779,2026-07-18T08:59:23.037480
9334,B250421,04/07/2025,"Building New Construction, Additions, Alterations or Sign","1 - Addition of New Bathroom and Laundry Closet. 2 - New replacement windows for Bedrooms and New windows for Sitting Area. 3 - New LED Lighting throughout the Interior. 4 - New Front Entry Door. 5 - Kitchen cabinet remodel.",Finaled,"2601 PINE KNOLL DR, 8, WALCR CA 94595",778,2026-07-18T08:59:20.051372
9333,R25094,04/07/2025,"Building Revision to Issued Permit","RELOCATED SOUTH EXTERIOR WALL OF ADU NORTH BY 5'. ADJUSTED SETBACK TO BE 4' WITH A FIRE RATED WALL TO B240766","Revision Issued","1892 SUNNYVALE AVE, WALCR CA 94597",778,2026-07-18T08:59:20.051372
9326,B250422,04/07/2025,"Building New Construction, Additions, Alterations or Sign","INTERIOR REMODEL OF EXISTING PRIMARY BATHROOM. WORK TO INCLUDE RECONFIGURATION OF BATHROOM LAYOUT INCLUDING PLUMBING AND ELECTRICAL WORK. COSMETIC ALTERATIONS IN SHARED BATHROOM. NO STRUCTURAL OR EXTERIOR WORK.",Finaled,"540 HIGH EAGLE CT, WALCR CA 94595",778,2026-07-18T08:59:20.051372
9313,B250424,04/08/2025,"Building New Construction, Additions, Alterations or Sign","NEW ADDITION 499 SF IN BACKYARD & RELOCATE THE KITCHEN TO NEW ADDITION AREA",Issued,"2857 TROTTER WAY, WALCR CA 94596",777,2026-07-18T08:59:15.984552
9310,P25021,04/08/2025,"Pool or Spa - New, Remodel or Demolition","POOL REMODEL: New white fiberglass, New water line tile, New travertine coping, New stamped concrete - REVISION UNDER R25167",Finaled,"3185 WALNUT BL BLVD, WALCR CA 94596",776,2026-07-18T08:59:13.353692
9306,B250429,04/08/2025,"Building New Construction, Additions, Alterations or Sign","UNIT REMODEL",Finaled,"3210 ROSSMOOR PKWY, 2, WALCR CA 94595",776,2026-07-18T08:59:13.353692
9291,B250425,04/08/2025,"Building New Construction, Additions, Alterations or Sign","1 - Addition of New Bathroom and Laundry Closet. 2 - New replacement windows for Bedrooms and new windows for Sitting Area. 3 - New LED Lighting throughout the Interior. 4 - New Front Entry Door. 5 - Kitchen Cabinet remodel.",Void,"2601 PINE KNOLL DR, 8, WALCR CA 94595",775,2026-07-18T08:59:09.584776
9280,B250432,04/08/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen and bathroom remodeling, no structural design",Finaled,"3434 TICE CREEK DR, 5, WALCR CA 94595",774,2026-07-18T08:59:06.614330
9272,B250436,04/09/2025,"Building New Construction, Additions, Alterations or Sign","Front Entry Porch Remodel",Issued,"2142 SECCOMBE CT, WALCR CA 94598",773,2026-07-18T08:59:04.100165
9271,B250437,04/09/2025,"Building New Construction, Additions, Alterations or Sign","Remodel Existing brick wall with a fireplace. Brick is a 3"" veneer, sitting in front of drywall. Remove 40"" of veneer on each side, leave veneer around the fireplace intact. Add wood framing for 8"" deep recessed shelves on each side, utilizing existing drywall for backing. Drywall over frame to create built-in look - Frame fireplace with 3.65 inch 18 gauge metal studs - Install hardiebacker board over the metal studs - Add 4 15A outlets, extending existing 20 amp circuit - Install 2 3"" LED recessed lights above recessed shelves - Install 8 2"" LED recessed on shelves",Finaled,"435 SUTCLIFFE PL, WALCR CA 94598",773,2026-07-18T08:59:04.100165
9266,B250434,04/09/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel",Finaled,"1113 SINGINGWOOD CT, 3, WALCR CA 94595",773,2026-07-18T08:59:04.100165
9256,B250435,04/09/2025,"Building New Construction, Additions, Alterations or Sign","like-for-like remodel in secondary bathroom and powder room.",Finaled,"1111 CODORNIZ LN, WALCR CA 94598",772,2026-07-18T08:58:59.965622
9249,M250783-E,04/09/2025,"EV Charger/Battery Storage System - Residential","ONLINE - I have an existing Tesla solar + Powerwall installation. I also have a 200 amp main breaker and a main pain that fans out into 3 subpanels leaving plenty of room for an additional 60 amp breaker for Tesla Wall Connector installation. I am planning to install a 2-pole 60 amp breaker and run an electrical wiring (6-gauge THHN wire in conduit) for about 3 feet to the wall adjacent to the one with the main panel. See the diagram attached in the documents. The proper grounding was done during the electical work a couple of years back when the Tesla Solar system was installed. The proper ground connection for the Tesla Wall Connector will be done as well",Finaled,"1012 BURLINGTON CT, WALCR CA 94598",771,2026-07-18T08:58:56.834204
9244,B250438,04/10/2025,"Building New Construction, Additions, Alterations or Sign","Remodel - Utility Closet - Replace Water Heater. Replace Furnace. Kitchen - Remove soffit, post, cabinets. Frame ceiling, existing skylights (4), (2) recessed lights. New cabinets, undercabinet lighting. Install appliances, Refrigerator, wall mount range hood, slide in stove, microwave, sink, disposal, dishwasher. New countertops. Frame wall mount range hood. Remove backsplash. Install backsplash, new flooring, crown moulding, cabinet hardware, Extended dining room cabinetry, countertops. Den - Replace, install new closet doors, Install recessed closet handles. Living Room - Install cabinet base and upper cabinets, countertops. Move electrical to put outlet on wall. Guest Bathroom - Remove shower, vanity, tiling, toilet. Install walk-in shower, shower sliding glass doors, new shower head, Move toilet over, Install toilet, toilet paper holder, vanity, flooring, mirror, towel bar, grab bars. Primary bathroom - Remove shower, vanity, flooring, toilet. Install walk-in shower, shower sliding glass doors, new shower head, Move toilet over. Install toilet, toilet paper holder, vanity, flooring, mirror, tower warmer, grab bars. Primary Bedroom - Replace and install new mirror closet doors. Guest Bedroom - Replace and install new mirror closet doors.",Finaled,"2701 PTARMIGAN DR, 1, WALCR CA 94595",771,2026-07-18T08:58:56.834204
9235,B250440,04/10/2025,"Building New Construction, Additions, Alterations or Sign","TEST- ADU notification -TEST ONLY",Void,"1235 ARKELL RD, WALCR CA 94598",770,2026-07-18T08:58:54.075804
9207,B250447,04/11/2025,"Building New Construction, Additions, Alterations or Sign","Like for like kitchen remodel. 12 Retrofit LED lights. Subpanel upgrade from 100 amps to 125 amps",Finaled,"917 LEROY LN, WALCR CA 94597",768,2026-07-18T08:58:47.599232
9194,B250449,04/12/2025,"Building New Construction, Additions, Alterations or Sign","Interior Unit remodel as follows: -add a new bathroom within floor plan -remodel primary bathroom -upgrade plumbing fixtures per code requirement -upgrade lighting to LED recessed lighting -kitchen remodel -replace windows REVISION UNDER R25248",Finaled,"1133 GOLDEN RAIN RD, 3, WALCR CA 94595",767,2026-07-18T08:58:43.962782
9185,B250452,04/14/2025,"Building New Construction, Additions, Alterations or Sign","Unit 3032 Bathroom Remodel - Cut the wall drywall approx. 12sf and remove 1 panel of the 3 piece fiberglass which is the plumbing wall.",Finaled,"1459 CREEKSIDE DR, WALCR CA 94596",766,2026-07-18T08:58:41.493642
9184,B250454,04/14/2025,"Building New Construction, Additions, Alterations or Sign","NEW (539 SF) DETACHED ADU w/ ATTACHED (18 SF) STORAGE SHED",Finaled,"21 PRIMROSE CT, A, WALCR CA 94598",766,2026-07-18T08:58:41.493642
9165,B250451,04/14/2025,"Building New Construction, Additions, Alterations or Sign","Full Bathroom Remodel","Conditionally Approved","2001 SKYCREST DR, 5, WALCR CA 94595",764,2026-07-18T08:58:35.016449
9118,B250465,04/16/2025,"Building New Construction, Additions, Alterations or Sign","Hall and Primary Bath Remodel",Finaled,"600 TERRA CALIFORNIA DR, 5, WALCR CA 94595",760,2026-07-18T08:58:23.433389
9099,B250468,04/16/2025,"Building New Construction, Additions, Alterations or Sign","Guest Bathroom remodel: Remove pedestal sink, light and mirror. Remove tile floor. Remove tile shower walls, tile pan and shower door. Remove toilet. Replace all w/ new. Primary Bathroom remodel: Remove vanity cabinet, linen cabinet. Remove tile shower walls, tile pan and shower door. Remove tile shower floor in shower area. Replace all w/ new.",Finaled,"3761 TERRA GRANADA DR, 1A, WALCR CA 94595",759,2026-07-18T08:58:19.330363
9066,B250473,04/18/2025,"Building New Construction, Additions, Alterations or Sign","New 1,710 sf addition to include primary bedroom and bathroom, family room, dining room expansion, and bonus room above the garage.",Issued,"2157 YOUNGS CT, WALCR CA 94596",756,2026-07-18T08:58:10.183568
9064,B250475,04/18/2025,"Building New Construction, Additions, Alterations or Sign","RESIDENTIAL REMODEL INCLUDING REAR WALL WINDOW/DOOR REPLACEMENT, EXTEND KITCHEN AND DINING ROOM AREAS, RELOCATED GROUND FLOOR BATH AND LAUNDRY, NEW KITCHEN CABINETS, FINISHES, APPLIANCES AND LIGHTING.","Conditionally Approved","3237 BENNINGTON CT, WALCR CA 94598",756,2026-07-18T08:58:10.183568
9050,B250477,04/20/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel with appliances. bathroom remodel,tile shower pan ,new valve mixer and quartz panels on walls. New vanity,toilet,and light fixtures. Replace exhaust fan. The above scope of work is for 2 bathrooms",Finaled,"2120 TICE CREEK DR, 2, WALCR CA 94595",755,2026-07-18T08:58:07.651707
9046,B250479,04/21/2025,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 3 IntelliJack, 6 Screw jacks, and install 12LF supplemental beam",Withdrawn,"736 BAYSWATER CT, WALCR CA 94598",754,2026-07-18T08:58:04.418767
9045,B250481,04/21/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen renovation scope: In-kind replacement of kitchen cabinets (upper and lower), counter tops, sink and appliances. Kitchen layout and appliance locations same as existing. Remove small non-load bearing pony wall which is 31"" across; Electrical scope: replace electrical sub-panel with new sub-panel and install additional kitchen outlets to bring up to code, relocate light switch from pony wall being removed to adjacent wall, replace single ceiling light with 4 new recessed lights.",Finaled,"2734 OAK RD, 118, WALCR CA 94597",754,2026-07-18T08:58:04.418767
9044,B250482,04/21/2025,"Building New Construction, Additions, Alterations or Sign","UNDERPIN TO STABILIZE THE FOUNDATION ALONG THE FRONT OF THE HOME WITH 7 PUSH PIERS.",Finaled,"410 LAKEWOOD CR CIR, WALCR CA 94598",754,2026-07-18T08:58:04.418767
9043,B250483,04/21/2025,"Building New Construction, Additions, Alterations or Sign","Like-Kind Unit Remodel - no structural",Finaled,"618 TERRA CALIFORNIA DR, 3, WALCR CA 94595",754,2026-07-18T08:58:04.418767
9041,R25109,04/21/2025,"Building Revision to Issued Permit","Revised Scope: Due to recent updates in local and SB1211 state ADU regulations, the owner has elected to revise the project into a duplex ADU, with each unit measuring 749 sq. ft., and each containing 2 bedrooms and 1 bathroom. All changes have been marked under Delta #3. Original Scope: The original approved scope included a single detached ADU of 748 sq. ft. consisting of 2 bedrooms and 1 bathroom. -- REVISION TO B241213","Conditionally Approved","1881 SHUEY AV AVE, WALCR CA 94596",754,2026-07-18T08:58:04.418767
9040,B250485,04/21/2025,"Building New Construction, Additions, Alterations or Sign","Remodel bathroom, kitchen like for like - bathroom: New shower fixtures will be installed, new tile on walls and floor. Kitchen: Installation of new cabinets, countertops, floor and updating electrical fixtures. Relocate fridge.",Finaled,"1825 GOLDEN RAIN RD, 4, WALCR CA 94595",754,2026-07-18T08:58:04.418767
9027,B250480,04/21/2025,"Building New Construction, Additions, Alterations or Sign","First floor hallway bathroom remodel. Like for like nonstructural. Replace tub with shower pan. Replace wet walls, valve, toilet, vanity, vanity lighting, and exhaust fan. Install vacancy sensor and dedicated GFCI.",Finaled,"1144 SINGINGWOOD CT, 3, WALCR CA 94595",753,2026-07-18T08:58:00.751327
8996,B250495,04/22/2025,"Building New Construction, Additions, Alterations or Sign","T.I. FOR EXISTING MEDICAL OFFICE/ ADDITION OF ACCESSIBLE RAMPS TO FIRST AND SECOND LEVELS, NEW EXTERIOR STAIRS AND GUARDRAILS, AND A NEWLY LANDSCAPED COURTYARD ON THE EXTERIOR OF THE BUILDING. AN EXISTING BREEZEWAY WILL BE ENCLOSED TO PROVIDE ADDITIONAL STORAGE AND MECHANICAL SPACE FOR TENANTS.NEW STORAGE ADDITION NEW LANDSCAPING, NEW HARDSCAPE THROUGHOUT, NEW ACCESSIBLE PARKING AND STRIPING. THE ENTIRE BUILDING WILL ALSO BE UPDATED WITH A NEW PAINT SCHEME, NEW EXTERIOR DOORS, AND AN ADDITION TO THE WRAPAROUND DECK AT THE SECOND LEVEL.","Conditionally Approved","200 WALNUT AVE, WALCR 94598",750,2026-07-18T08:57:51.259737
8995,B250496,04/22/2025,"Building New Construction, Additions, Alterations or Sign","Conversion of existing detached garage, 407 sf, to an ADU (1 bedroom/1 bath).",Finaled,"3288 HUDSON AV AVE, A, WALCR CA 94597",750,2026-07-18T08:57:51.259737
8994,B250497,04/22/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen, Bath Remodel - Remodel of existing kitchen, adding can lights to living room and bedroom. New flooring in two bathrooms, new bathroom vanities. Removal of wall & beam",Issued,"1508 CANYONWOOD CT, 1, WALCR CA 94595",750,2026-07-18T08:57:51.259737
8985,B250494,04/22/2025,"Building New Construction, Additions, Alterations or Sign","- Raise the ceiling to match existing ceiling height throughout home - Like to like bathroom remodel - New tile floor, tile around shower walls, vanity and countertop material -Build a corner bench in the shower",Finaled,"3182 ROSSMOOR PKWY, 4, WALCR CA 94595",749,2026-07-18T08:57:48.236407
8973,B250486,04/22/2025,"Building New Construction, Additions, Alterations or Sign","kitchen remodel, replacement of cabinets, countertop, and appliance.",Finaled,"254 LOS CERROS AV AVE, WALCR CA 94598",748,2026-07-18T08:57:44.232452
8970,B250487,04/22/2025,"Building New Construction, Additions, Alterations or Sign","Remodel 3 existing bathrooms",Finaled,"3 SWAN CT, WALCR CA 94597",748,2026-07-18T08:57:44.232452
8967,M250890,04/22/2025,"Mechanical, Electrical, or Plumbing Only","Mini split (1) Model #MXZ-3C24NA4-U1 Mitsubishi variable speed 2 zone mini split heat pump. Fan coil (1) Model #SLZ-KF15NA1 Mitsubishi variable speed ceiling cassette fan coil (1) Model #MFZ-KJ09NA-U1 Mitsubishi variable speed low wall fan coil Use existing electrical from ptac unit. 20 amp breaker. New precast plastic foundation pad anchored with hurricane straps. New fuse protected disconnect box sealed to exterior. New weather tight conduit with seal tight fittings. New ceiling and low wall custom racking. New dedicated control wire from heat pump to all fan coil. New condensate drain line exiting to daylight. New insulated refrigerant piping covered in plastic channeling. New inferred remote controls mounted in holster.",Finaled,"1413 SKYCREST DR, 8, WALCR CA 94595",748,2026-07-18T08:57:44.232452
8958,B250502,04/23/2025,"Building New Construction, Additions, Alterations or Sign","HOUSE REMODEL",Finaled,"2933 PTARMIGAN DR, 3, WALCR CA 94595",747,2026-07-18T08:57:41.252083
8929,B250505,04/24/2025,"Building New Construction, Additions, Alterations or Sign","UNIT REMODEL: Kitchen remodel, Primary bathroom remodel; Partial guest bathroom remodel; New sheetrock/insulation on walls, Misc. electrical work & 3 new ceiling fans; Frame out new opening for Den; Remove fireplace in living room.",Finaled,"2181 PTARMIGAN DR, 1, WALCR CA 94595",745,2026-07-18T08:57:35.817203
8921,B250507,04/24/2025,"Building New Construction, Additions, Alterations or Sign","Converting existing garage and adjourning bathroom to junior ADU (450.7 sq ft) with kitchenette",Finaled,"170 NORLYN DR, WALCR CA 94596",744,2026-07-18T08:57:32.746944
8920,B250509,04/24/2025,"Building New Construction, Additions, Alterations or Sign","Add 215 square feet of conditioned living space. Remodel interior of existing residence. Replace exterior windows and doors.",Issued,"316 DOVER DR, WALCR CA 94598",744,2026-07-18T08:57:32.746944
8918,B250510,04/24/2025,"Building New Construction, Additions, Alterations or Sign","New 352 sf master suite addition to existing SFR. Remodel of existing bedroom into master bath and closet. New construction of slab on grade foundation to match existing raised floor foundation of existing home. Addition to include heating, plumbing, and electrical modification to new addition area. Updated exterior and paint to match existing like for like.",Issued,"145 PICKERING PL, WALCR CA 94598",744,2026-07-18T08:57:32.746944
8917,B250511,04/24/2025,"Building New Construction, Additions, Alterations or Sign","KITCHEN REMODEL: Remove, Install kitchen cabinets and countertops and install new kitchen faucet & appliances. Install a new kitchen range, hood. Install 8 total ceiling light fixtures.",Finaled,"1637 CANYONWOOD CT, 1, WALCR CA 94595",744,2026-07-18T08:57:32.746944
8899,B250512,04/25/2025,"Building New Construction, Additions, Alterations or Sign","Remodel portion of kitchen cabinetry, remove a bearing wall and replace a braced wall between the kitchen and dining room. All work is interior, no exterior changes or added floor area. Project includes electrical work in the same area.",Finaled,"2705 SAKLAN INDIAN DR, 8, WALCR CA 94595",742,2026-07-18T08:57:26.675277
8895,B250519,04/25/2025,"Building New Construction, Additions, Alterations or Sign","NON-STRUCTURAL INTERIOR AND FRONT ENTRTY REMODEL WITH NEW EXTERIOR DOORS AND WINDOWS. NO SKYLIGHT INSTALL.",Finaled,"2080 GOLDEN RAIN RD, 2, WALCR CA 94595",742,2026-07-18T08:57:26.675277
8889,S25094-E,04/25/2025,"Solar System - Residential","ONLINE - Removal and Reinstall of 12 existing solar panels. (No additional/new equipment will be installed) Please note that the removal and reinstallation is for reroofing purposes only. All equipment shall be reinstalled in the same manner as it was prior to removal.",Approved,"2103 DARBY CT, WALCR CA 94596",741,2026-07-18T08:57:23.417232
8871,M250936,04/26/2025,"Mechanical, Electrical, or Plumbing Only","1. INSTALL ADDITIONAL PLUGS IN THE GARAGE 2. INSULATE AND INSTALL DRYWALLS IN THE GARAGE WITH GARAGE ATTIC ACCESS LADDERS 3. REPLACE THE EXISTING WATER HEATER WITH A GAS TANKLESS UNIT",Void,"1433 RAMSAY CIR, WALCR CA 94597",740,2026-07-18T08:57:19.466607
8864,B250523,04/27/2025,"Building New Construction, Additions, Alterations or Sign","BATHROOM REMODEL: TUB TO SHOWER (NON - STRUCTURAL) REMOVE EXISTING TUB, CONVERT DRAIN FROM 1.5” TO 2”, REMOVE & REPLACE VALVE. INSTALL NEW WATERPROOF ACRYLIC SHOWER PAN & WATERPROOF SOLID SURFACE WALLS.",Finaled,"1856 STRATTON CIR, WALCR CA 94598",739,2026-07-18T08:57:16.500073
8860,B250531,04/28/2025,"Building New Construction, Additions, Alterations or Sign","240 SF ADDITION TO EXISTING 1ST LEVEL BEDROOM TO PROVIDE NEW BATH AND WALK-IN CLOSET.",Issued,"1621 SORREL DR, WALCR CA 94598",739,2026-07-18T08:57:16.500073
8854,B250524,04/28/2025,"Building New Construction, Additions, Alterations or Sign","1. INSTALL ADDITIONAL PLUGS IN THE GARAGE 2. INSULATE AND INSTALL DRYWALLS IN THE GARAGE WITH GARAGE ATTIC ACCESS LADDERS 3. REPLACE THE EXISTING WATER HEATER WITH A GAS TANKLESS UNIT",Finaled,"1433 RAMSAY CIR, WALCR CA 94597",738,2026-07-18T08:57:13.993766
8853,B250528,04/28/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen remodel - In kind, no change to layout. Upgrade plumbing and electrical per code. Install 4 recessed lights.",Finaled,"137 SAND WEDGE PL, WALCR CA 94598",738,2026-07-18T08:57:13.993766
8850,B250527,04/28/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel (like for like cabinets)",Expired,"677 TAMPICO, WALCR CA 94598",738,2026-07-18T08:57:13.993766
8842,B250532,04/28/2025,"Building New Construction, Additions, Alterations or Sign","kitchen remodel replace cabinets and countertops add recessed lights to the kitchen ceiling remodel showers (2) remove shower tubs create shower pan with tiles replace shower valves tile shower walls replace vanitys sinks lights and mirrors, replace bathroom floors , add a ceiling fan to the master bedroom",Finaled,"1840 TICE CREEK DR, 2416, WALCR CA 94595",737,2026-07-18T08:57:11.008174
8834,B250534,04/29/2025,"Building New Construction, Additions, Alterations or Sign","KITCHEN REMODEL WITH LAUNDRY ROOM, DEMO EXISTING INTERIOR WALL, LIGHTING AND ELECTRICAL UPGRADE. NEW DOORS.",Finaled,"2984 HURLSTONE CT, WALCR CA 94598",737,2026-07-18T08:57:11.008174
8833,B250537,04/29/2025,"Building New Construction, Additions, Alterations or Sign","NEW 849 SF DETACHED ADU NO CHANGE TO LANDSCAPING NO CHANGE TO PARKING NO CHANGE TO IMPERVIOUS AREA NO CHANGE TO DRAINAGE",Issued,"2619 Smith Ranch, A, WALCR CA 94598",737,2026-07-18T08:57:11.008174
8802,B250535,04/29/2025,"Building New Construction, Additions, Alterations or Sign","Residential foundation repair. Replacing mud sill and sistering approx 25-30 ft existing grade beam",Finaled,"3257 INVERNESS DR, WALCR CA 94598",734,2026-07-18T08:57:01.970271
8798,B250545,04/30/2025,"Building New Construction, Additions, Alterations or Sign","Remodeling of the kitchen, the dining room, and laundry. Demolition of the partial wall between the kitchen and the dining room. Replacing it with the new load-bearing structure. Installation of the kitchen island with a sink and a faucet. Removal of two windows, one sliding patio door, and a garage fire rated door. Replacing them with LIKE FOR LIKE windows/doors. Remove the current cabinets and install the new ones. Remove current appliances (electrical range, electrical dryer, electrical washer, dishwasher, over-the-range microwave) and replace them with the new ones. Replace the tiled floor with new vinyl/tiled floor",Finaled,"371 KINROSS DR, WALCR CA 94598",734,2026-07-18T08:57:01.970271
8763,B250547,05/01/2025,"Building New Construction, Additions, Alterations or Sign","BATHROOM REMODEL: Demolition of 2 toilets, bathtub, sink, flooring, and walls - Plumbing adjustments to accommodate new fixtures and install a shower pan - Installation of new shower glass, vanity, toilet, flooring, and painting of bathroom area.",Finaled,"1743 CARMEL DR, 9, WALCR CA 94596",731,2026-07-18T08:56:52.528694
8757,B250553,05/01/2025,"Building New Construction, Additions, Alterations or Sign","REVISION UNDER: R25349 - Kitchen remodel removed from scope of work. Bathroom remodel only.Kitchen/Bath Remodel - Kitchen: Remove existing cabinets, Update electrical to code, Install new cabinets and appliances. Bathroom: Demo existing bathroom tile within bathroom, Install tile around new shower, Update electrical to code, Install vanity and pantry REVISION UNDER: R25349 - Kitchen remodel removed from scope of work. Bathroom remodel only.",Finaled,"1301 RUNNING SPRINGS RD, 1, WALCR CA 94595",730,2026-07-18T08:56:49.051154
8756,B250554,05/01/2025,"Building New Construction, Additions, Alterations or Sign","Primary Bath, hallway bathroom, kitchen remodel.",Finaled,"585 HIGH EAGLE CT, WALCR CA 94595",730,2026-07-18T08:56:49.051154
8755,B250555,05/01/2025,"Building New Construction, Additions, Alterations or Sign","Interior remodel kitchen, bathroom, laundry room, family room, powder room. Remove Fireplace, Chimney. Install new wood flooring on first floor. No exterior and no structural changes.",Finaled,"1186 KEAVENY CT, WALCR CA 94597",730,2026-07-18T08:56:49.051154
8752,B250551,05/01/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel",Finaled,"3012 GREY EAGLE DR, WALCR CA 94595",730,2026-07-18T08:56:49.051154
8742,B250550,05/01/2025,"Building New Construction, Additions, Alterations or Sign","Primary Bathroom Remodel",Finaled,"1929 LAKESHIRE DR, WALCR CA 94595",729,2026-07-18T08:56:46.552301
8739,B250557,05/02/2025,"Building New Construction, Additions, Alterations or Sign","Primary bathroom remodel",Finaled,"1945 CACTUS CT, 3, WALCR CA 94595",729,2026-07-18T08:56:46.552301
8734,B250559,05/02/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen, Bathroom remodel, like-for-like, no layout change",Finaled,"1099 W HOLLY DR, WALCR CA 94598",728,2026-07-18T08:56:43.234648
8720,B250558,05/02/2025,"Building New Construction, Additions, Alterations or Sign","Primary and Hall Bathroom Remodel",Finaled,"4332 TERRA GRANADA DR, 2A, WALCR CA 94595",727,2026-07-18T08:56:40.550178
8709,B250560,05/03/2025,"Building New Construction, Additions, Alterations or Sign","attached ADU",Void,"1730 FIRST AV AVE, WALCR CA 94597",726,2026-07-18T08:56:37.582551
8705,B250562,05/05/2025,"Building New Construction, Additions, Alterations or Sign","Remodeling the living room, kitchen, half bath, laundry. Enclosing the covered patio to make conditioned space. A bedroom will be added where the kitchen currently is. The kitchen will be moved forward and opening up the wall between the kitchen and living room.",Issued,"149 GLEN CT, WALCR CA 94595",726,2026-07-18T08:56:37.582551
8701,B250563,05/05/2025,"Building New Construction, Additions, Alterations or Sign","To Final Out Expired Permit B162191 - MASTER BATH REMODEL - INSTALL NEW SHOWER VALVE, TILE DOORS",Finaled,"1441 SKYCREST DR, 1, WALCR CA 94595",726,2026-07-18T08:56:37.582551
8658,B250567,05/07/2025,"Building New Construction, Additions, Alterations or Sign","Remodel - Install new office barn door: remove 60 inches interior wall, create barn door opening, office to hallway and move electrical if needed. Living room niche: remove existing recessed cabinets and false front framing. Primary bath & Hall bathrooms: install new cabinet, countertop, sink, faucet.(Front Door Replacement NOT included in project.)",Issued,"1780 STANLEY DOLLAR DR, 2A, WALCR CA 94595",722,2026-07-18T08:56:25.995810
8656,B250569,05/07/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen/Bath Remodel - KITCHEN - Demo (E) kitchen cabinets, countertops, sink, faucet, all appliances. Upgrade fluorescent lights to LED recessed lights. Install (N) cabinets, countertops, sink, faucet, garbage disposal. MASTER BATHROOM: Demo (E) shower, vanity, toilet, light fixture. Build tile shower pan, Install (N) valve mixer, Install den shield, tile shower walls, tile bathroom floor, Replace exhaust fan. Install (N) vanity, toilet, mirror, light fixture.",Finaled,"2324 TICE CREEK DR, 3, WALCR CA 94595",722,2026-07-18T08:56:25.995810
8655,M251043,05/07/2025,"Mechanical, Electrical, or Plumbing Only","Modification Description Golden Home Access is proposing the installation of a straight stairlift to assist the residents of 1857 Golden Rain Road, Manor 8 with safe and independent access between floors. The stairlift will be installed along the exterior staircase of the unit and is designed to comply with all manufacturer specifications and safety standards. Scope of Work ? Type of Equipment: Access BDD HomeGlide ? Location: Staircase for Manor 8 ? Mounting Method: The stairlift rail will be secured directly to the stairs, not the wall, using standard mounting brackets. ? Work Duration: Installation will take approximately 4-6 hours during a single day ? Noise/Disruption: Work will be completed during normal business hours. Noise will be minimal and limited to light drilling and hand tools. ? Safety & Compliance: The installation will meet ADA guidelines where applicable and manufacturer safety specifications. The equipment is UL-listed and includes seat belts, obstruction sensors, and emergency stop functions. ? Reversibility: The stairlift can be fully removed without permanent damage to the stairs. Any holes from mounting brackets will be patched, and stairs can be returned to their original condition. ? The stairlift is for personal, non-commercial use only. Contact & Insurance Golden Home Access is a licensed, bonded, and insured contractor. Proof of insurance and relevant credentials can be provided upon request. Please contact us with any questions or additional requirements.",Void,"1857 GOLDEN RAIN RD, 8, WALCR CA 94595",722,2026-07-18T08:56:25.995810
8642,B250570,05/08/2025,"Building New Construction, Additions, Alterations or Sign","A TOTAL OF 920 NEW SQUARE FEET IN TWO NEW ADDITIONS AT THE REAR OF THE HOUSE & NEW INTERIOR PARTITIONS AND FINISHES",Issued,"3111 EBANO DR, WALCR CA 94598",721,2026-07-18T08:56:22.837619
8631,B250573,05/08/2025,"Building New Construction, Additions, Alterations or Sign","Remove all existing siding - re-sheeting of exterior walls - stucco work - painting of chimney and eaves and foundation - install 16 nail fin windows (like for like) - install 1 nail fin sliding door (like for like)",Finaled,"705 BRAMBLE CT, WALCR CA 94598",720,2026-07-18T08:56:20.574969
8629,B250574,05/08/2025,"Building New Construction, Additions, Alterations or Sign","MINOR INTERIOR REMODEL OF SFR - REMOVE CONNECTING WALLS OF KITCHEN, DINING AND LIVING ROOM AREAS. FULL KITCHEN REMODEL.",Finaled,"2753 SAN ANTONIO DR, WALCR CA 94598",720,2026-07-18T08:56:20.574969
